Timestamp,Server_ID,CPU_Usage(%),Memory_Usage(%),Disk_IO(MB/s),Network_In(MB/s),Network_Out(MB/s),Unnamed: 7,Latency(ms),Request_Count,Security_Alerts,Anomaly_Score,Alert_Triggered,Mitigation_Suggestion,Resource_Utilization,Anomaly_Type,IP_Address
06:58.8,Server_75,29.58887946,74.21331611,769.4781266,23.98397988,206.6889641,,140.9987175,9699,4,0.394581944,0,None,high,Memory Leak,231.106.93.135
01:58.8,Server_270,76.13066591,76.71172872,95.451981,309.2712615,206.6978792,,63.77184199,142,5,0.145903225,0,None,high,CPU Spike,216.125.132.229
56:58.8,Server_899,20.57640129,30.174763,455.0038574,466.360088,324.9341408,,149.2900548,1198,4,0.315758043,0,None,medium,DDoS Attack,104.134.241.132
51:58.8,Server_626,85.43004506,52.04307135,862.5898717,221.954642,149.1029311,,45.54652874,5348,2,0.68993842,0,Investigate Security Breach,low,DDoS Attack,29.130.37.220
46:58.8,Server_62,17.53087419,49.08674001,956.3900702,67.46544093,452.6615426,,149.5520685,3023,5,0.012461615,0,Monitor,medium,DDoS Attack,204.210.229.132
41:58.8,Server_874,8.348222662,38.74851925,286.5687691,494.4216872,290.6750224,,11.58591695,6370,1,0.990169218,1,Monitor,medium,Security Breach,181.116.9.55
36:58.8,Server_320,42.5293148,31.37553227,331.3921221,214.1891253,441.1528065,,13.16561292,1918,2,0.68125251,0,Investigate Security Breach,medium,Memory Leak,213.182.113.125
31:58.8,Server_102,98.04695599,22.67301555,588.8885496,268.6383425,459.5177789,,24.83915601,3321,1,0.475644567,0,None,high,Memory Leak,79.78.116.204
26:58.8,Server_429,15.48251164,87.92479891,265.2239804,483.9800763,386.6661876,,94.35464282,6104,5,0.073951815,0,Restart Service,low,Security Breach,26.208.250.189
21:58.8,Server_874,14.66325218,84.16468633,193.2068632,296.5526615,129.3921341,,44.20086564,6541,5,0.446018494,0,Increase Resources,low,None,8.35.219.166
16:58.8,Server_722,76.36081853,44.63204397,454.6824355,341.3252596,171.574128,,153.428126,501,4,0.081281834,0,Restart Service,medium,DDoS Attack,192.201.77.92
11:58.8,Server_954,34.65536093,73.51411937,118.6356756,357.8752369,122.3102092,,192.895091,4738,0,0.849284353,1,Investigate Security Breach,high,Memory Leak,37.158.18.255
06:58.8,Server_255,73.14175364,52.34154783,899.5089726,379.2083236,233.8662962,,98.78514821,5776,3,0.33338361,0,None,low,CPU Spike,89.141.150.13
01:58.8,Server_532,24.001006,13.1114102,367.4867908,402.0799723,260.3893384,,122.9772054,5949,3,0.663947505,0,Restart Service,medium,DDoS Attack,102.69.79.38
56:58.8,Server_570,48.70683945,83.1270983,369.4699184,46.64004588,175.9049741,,74.33202556,2591,4,0.268319595,0,Monitor,medium,None,60.51.88.205
51:58.8,Server_112,30.20253839,25.83079668,801.8044575,467.825777,437.4854055,,89.16058515,1109,3,0.095650966,0,None,high,CPU Spike,163.9.17.127
46:58.8,Server_985,47.89518041,72.14766352,374.4709395,277.2234511,203.8201156,,129.1049014,8664,5,0.210546011,0,Increase Resources,low,Security Breach,242.174.194.99
41:58.8,Server_313,78.0642238,55.10280667,772.8615141,271.5907391,355.0878679,,112.0270692,6792,5,0.386748185,0,None,low,DDoS Attack,44.126.121.4
36:58.8,Server_998,77.39094435,70.60129713,222.1799133,419.4061738,418.5959899,,68.82995852,5003,1,0.609333829,0,Increase Resources,high,DDoS Attack,149.77.152.94
31:58.8,Server_461,53.99836733,49.76429029,552.5389206,160.3134639,88.8791224,,57.33662613,1870,0,0.215773742,0,Restart Service,medium,CPU Spike,21.26.173.186
26:58.8,Server_708,93.19532515,71.74330911,780.085896,331.4011622,360.3079653,,126.6938655,8088,3,0.091157771,0,Investigate Security Breach,low,DDoS Attack,225.233.254.91
21:58.8,Server_887,30.05948973,8.11719253,477.4041479,165.3354965,88.23020502,,183.5688327,4449,1,0.750738345,1,Investigate Security Breach,medium,None,239.160.120.175
16:58.8,Server_462,27.82957836,8.881029215,118.2226008,382.820334,384.2783272,,18.13637817,5639,1,0.83920064,1,Investigate Security Breach,high,CPU Spike,240.72.155.232
11:58.8,Server_865,63.31160811,90.1522967,750.0572322,222.1450937,288.0060847,,25.70503057,1097,4,0.704122052,1,None,low,None,140.73.234.188
06:58.8,Server_92,64.02321825,76.22093152,519.3536691,101.4482328,261.969819,,49.56282053,2907,1,0.77384278,1,None,low,Memory Leak,147.182.11.87
01:58.8,Server_52,9.421303759,83.70441439,350.595317,455.3524948,269.7713184,,139.4273447,2556,0,0.742856252,1,Restart Service,low,CPU Spike,154.15.214.3
56:58.8,Server_805,62.73888268,48.37561176,993.1559481,379.1207128,206.7423293,,24.88582611,4687,4,0.634203743,0,None,medium,DDoS Attack,174.19.172.37
51:58.8,Server_520,40.57143495,48.66645188,882.2686143,16.95188892,34.32191987,,179.918676,1645,0,0.963517781,1,Investigate Security Breach,medium,None,104.115.160.107
46:58.8,Server_812,76.00703991,55.73038338,85.9314221,41.6023325,280.81246,,83.19301204,4565,4,0.997709472,1,Restart Service,high,None,155.150.42.134
41:58.8,Server_98,81.77003813,28.14789444,613.9713287,195.7365316,21.00755361,,39.25675217,6232,0,0.075930452,0,Investigate Security Breach,low,None,211.4.122.38
36:58.8,Server_236,57.45461286,74.68273736,386.8402946,392.2516886,457.2062119,,138.5147876,870,4,0.733586513,1,Monitor,medium,Security Breach,244.8.249.238
31:58.8,Server_901,5.161977993,83.79816832,85.53492959,145.2176004,132.0398067,,195.9014508,9055,1,0.650368947,0,Increase Resources,low,DDoS Attack,48.139.175.238
26:58.8,Server_374,65.45475197,91.1862888,60.73217558,495.4737615,327.9672516,,149.3938746,1768,1,0.898611402,1,Increase Resources,high,None,74.2.25.197
21:58.8,Server_581,76.14372157,54.1182156,604.5698934,460.3497183,284.5408269,,91.82894325,4380,5,0.751539361,1,Restart Service,medium,None,232.247.16.176
16:58.8,Server_927,28.65341029,44.38476804,354.1241264,433.6701189,312.2036657,,182.9066465,2626,2,0.244278431,0,None,low,CPU Spike,65.183.241.139
11:58.8,Server_557,49.14137011,83.93865821,718.1503961,14.48016725,168.9071652,,75.17060722,8797,3,0.118411252,0,Restart Service,medium,Security Breach,59.36.214.110
06:58.8,Server_649,96.74402922,76.50324911,481.7002219,482.3663196,230.234956,,43.07509136,357,1,0.320309173,0,None,medium,DDoS Attack,230.104.192.181
01:58.8,Server_234,33.32097757,87.39095587,778.1726813,299.7995321,377.0156575,,195.7609996,8650,5,0.803901836,1,Restart Service,medium,CPU Spike,254.160.103.6
56:58.8,Server_32,26.19955885,67.29445046,822.4119729,299.7415748,201.6810352,,147.3843924,3573,5,0.512194451,0,None,low,None,100.120.202.77
51:58.8,Server_289,25.0312051,88.91476383,674.3726848,58.3385474,149.5652682,,55.06531579,5586,0,0.691716319,0,Increase Resources,medium,None,205.229.122.190
46:58.8,Server_638,58.08607926,13.45895827,447.073978,308.6210208,25.23376571,,126.6923134,6091,0,0.488167803,0,Increase Resources,low,Security Breach,139.189.189.151
41:58.8,Server_579,95.22977462,69.55834988,989.0533878,269.0568821,243.2228646,,132.2021777,6135,5,0.865141575,1,Increase Resources,medium,None,194.181.4.165
36:58.8,Server_542,62.82556227,13.43553341,341.3511117,275.2988753,350.343708,,86.57261556,1488,2,0.431755567,0,Investigate Security Breach,low,Memory Leak,107.238.208.20
31:58.8,Server_114,33.81569642,76.14622611,538.8503677,103.8009596,151.4996791,,144.5151872,2494,3,0.222148794,0,Restart Service,low,CPU Spike,96.137.102.53
26:58.8,Server_204,65.66412892,64.70216766,544.3838973,276.1397816,434.1916427,,74.80305245,7592,4,0.935689674,1,Increase Resources,high,CPU Spike,12.44.181.77
21:58.8,Server_29,64.36001827,6.51924205,456.9219087,45.4423045,66.76212761,,89.71708568,8383,5,0.387792545,0,Restart Service,high,Memory Leak,134.119.57.79
16:58.8,Server_643,61.70788789,61.92979368,165.3445532,20.47942598,192.9288727,,199.2189241,9812,0,0.396941067,0,None,low,None,127.7.168.131
11:58.8,Server_474,20.14548965,18.89658181,386.2449876,114.4575335,372.4013211,,195.917803,4962,1,0.579434822,0,Restart Service,medium,Memory Leak,45.255.255.254
06:58.8,Server_697,65.28384594,18.52908488,254.4302586,402.8304805,485.0584978,,29.84912615,1798,2,0.056700076,0,Restart Service,high,CPU Spike,225.70.194.20
01:58.8,Server_253,45.86562299,19.29398611,904.8643334,305.7346194,195.1433559,,116.1698587,7833,4,0.149575582,0,Monitor,low,Memory Leak,93.217.235.220
56:58.8,Server_798,6.766245569,50.96324221,672.6063289,448.2104107,373.2471343,,50.06532388,2119,5,0.967483943,1,Increase Resources,medium,None,102.135.22.4
51:58.8,Server_905,56.27762628,15.97442413,323.4234749,200.6044506,349.1012426,,64.0492415,4174,5,0.741109363,1,None,high,None,179.109.211.240
46:58.8,Server_922,98.9803408,16.9372961,587.4459921,181.4236092,469.0491283,,140.888658,6596,4,0.230477849,0,Restart Service,low,CPU Spike,33.144.224.230
41:58.8,Server_386,38.22526113,29.33595868,860.5471461,353.0240141,255.5440911,,151.8990932,9184,4,0.307354108,0,Investigate Security Breach,medium,Security Breach,20.68.54.96
36:58.8,Server_62,96.72812574,5.081531264,937.7127699,209.4690687,299.0978902,,71.47797623,6308,1,0.027566488,0,Increase Resources,low,None,220.142.120.207
31:58.8,Server_515,14.13954546,31.20002786,121.2837848,196.7992487,89.46833724,,116.2112747,4165,5,0.263224023,0,Restart Service,low,Memory Leak,1.142.95.54
26:58.8,Server_430,74.58276101,63.74873785,797.5630766,238.3637864,140.6337942,,134.9875859,8642,2,0.775101743,1,Restart Service,medium,None,50.27.87.152
21:58.8,Server_580,15.86134949,62.14920326,967.9926866,66.21697561,320.1407403,,109.2512654,6494,3,0.724423613,1,Restart Service,medium,CPU Spike,222.121.155.99
16:58.8,Server_537,30.98929949,97.10569658,493.8835121,109.3850044,284.4351903,,10.4090563,4882,4,0.2132047,0,Increase Resources,low,None,113.220.221.45
11:58.8,Server_691,59.22987936,16.3648575,995.7573095,305.6278687,228.3667752,,30.57430662,1464,4,0.674963465,0,Increase Resources,medium,DDoS Attack,48.92.80.186
06:58.8,Server_141,61.31407093,87.22927649,959.2240913,308.1431472,353.2593247,,28.25104737,9587,0,0.003575018,0,None,low,None,235.233.18.48
01:58.8,Server_743,78.64507514,42.16302719,674.0467807,299.2179754,130.0207848,,83.27957449,4903,0,0.973696637,1,Investigate Security Breach,low,Memory Leak,95.157.149.86
56:58.8,Server_300,63.45458369,41.76844736,855.2308297,107.902774,352.6197002,,93.05942131,7234,3,0.202861706,0,Monitor,low,DDoS Attack,238.221.50.84
51:58.8,Server_675,61.39339692,38.13703394,331.7349619,223.43339,102.0607394,,71.64586774,6534,4,0.206668098,0,Investigate Security Breach,low,Memory Leak,22.198.216.42
46:58.8,Server_311,91.67354326,16.84997049,921.5904678,461.2934033,252.4153526,,118.3875202,2874,2,0.771782328,1,None,medium,Security Breach,125.208.128.186
41:58.8,Server_471,47.95527146,50.45797852,612.2946547,431.8663213,65.61077681,,28.21508915,9439,5,0.420045308,0,Restart Service,medium,None,8.212.135.150
36:58.8,Server_393,26.40024898,79.80090709,534.1823086,283.1677817,263.4338653,,198.0982018,5580,3,0.65572462,0,Restart Service,low,None,118.99.148.125
31:58.8,Server_642,20.36991558,88.16607868,843.8786763,451.4104774,412.4578472,,86.29319659,2112,2,0.365946972,0,Monitor,medium,None,159.30.201.11
26:58.8,Server_445,42.9994867,96.47162952,895.0196596,340.7551396,247.0097126,,18.53775382,7497,2,0.227924471,0,Investigate Security Breach,low,None,73.150.1.114
21:58.8,Server_758,72.71151174,79.60278614,716.1866136,212.0073432,170.6870568,,150.8737806,9415,2,0.594188392,0,Increase Resources,low,CPU Spike,65.238.153.4
16:58.8,Server_809,9.041631068,64.19371204,73.78446907,390.4455344,77.5958811,,51.46067095,9430,0,0.696445275,0,Monitor,low,CPU Spike,140.148.85.98
11:58.8,Server_172,17.26007172,52.26570907,617.3458346,157.9902987,185.8274929,,18.41699288,7557,1,0.579204473,0,Restart Service,medium,DDoS Attack,153.210.137.29
06:58.8,Server_576,15.08077871,88.1152389,830.5731016,428.7808951,429.8500461,,54.68480811,5538,1,0.060079429,0,Increase Resources,medium,None,9.197.14.194
01:58.8,Server_31,60.59876454,75.25379265,568.0058718,171.4556387,201.6439568,,14.87026904,9904,3,0.828779725,1,Increase Resources,high,Memory Leak,52.78.206.188
56:58.8,Server_47,28.0721418,20.31952672,938.1157113,399.3332142,100.5982132,,101.833701,3287,5,0.356971665,0,None,low,Memory Leak,194.248.75.128
51:58.8,Server_130,20.79464569,69.84229682,902.4515166,147.8397045,445.3520609,,36.49614386,9967,1,0.595691002,0,Monitor,low,CPU Spike,75.222.175.145
46:58.8,Server_352,61.31321838,45.9486668,553.1924392,459.2889156,464.7330921,,175.282002,6831,2,0.12321682,0,Increase Resources,low,Memory Leak,62.132.91.106
41:58.8,Server_978,77.32444197,61.60096936,433.6392531,100.5757387,477.4487451,,148.7751396,6507,3,0.302407361,0,Monitor,medium,CPU Spike,100.115.20.118
36:58.8,Server_845,36.55471706,90.34354296,102.3226282,362.3073483,264.1868434,,178.4101089,5081,4,0.422912088,0,Increase Resources,low,Security Breach,108.241.12.245
31:58.8,Server_622,59.92943754,66.99420213,650.9678559,210.2528529,285.482829,,70.52886074,2764,5,0.297981596,0,Restart Service,low,Memory Leak,145.214.237.26
26:58.8,Server_581,14.32181925,94.17880709,302.66647,19.04535053,158.7282962,,172.9998545,4491,2,0.171095121,0,Monitor,low,DDoS Attack,213.83.216.61
21:58.8,Server_58,93.84314789,87.30511915,685.0296966,172.6060296,175.0660134,,167.4128995,5248,5,0.377933506,0,Investigate Security Breach,medium,DDoS Attack,42.219.12.251
16:58.8,Server_106,37.0051376,17.24561886,808.8231755,109.295055,262.4723243,,26.03287544,913,0,0.826173622,1,Investigate Security Breach,low,Memory Leak,8.84.233.35
11:58.8,Server_812,99.76304085,6.106931809,438.2588352,282.0663786,89.26284039,,131.8511027,9899,0,0.158289663,0,Restart Service,low,CPU Spike,201.56.227.233
06:58.8,Server_330,97.96583681,41.51908382,64.8055015,137.3376589,481.5282785,,178.3379135,4250,1,0.411876408,0,Investigate Security Breach,medium,None,212.188.186.107
01:58.8,Server_768,78.98822769,87.20634889,871.9907615,45.58334546,345.6731437,,158.6863904,5945,0,0.457963538,0,Restart Service,low,DDoS Attack,223.134.240.219
56:58.8,Server_824,6.906374064,26.86196931,571.5567529,477.0136796,32.87172601,,144.9968676,4669,3,0.703062803,1,Increase Resources,low,DDoS Attack,41.187.149.124
51:58.8,Server_683,56.63011744,70.68299258,349.0518658,424.1150562,136.5429203,,105.0949438,3789,4,0.97950928,1,Investigate Security Breach,low,None,102.175.78.20
46:58.8,Server_383,13.24945994,50.21956008,652.106243,32.21562341,157.0716832,,187.2933022,7880,0,0.053678515,0,Increase Resources,low,None,101.82.40.11
41:58.8,Server_985,90.03811247,75.87738724,690.6744199,142.9928991,15.04069063,,175.2548247,5637,4,0.365462287,0,Increase Resources,medium,DDoS Attack,95.29.68.202
36:58.8,Server_162,80.015444,20.6728035,190.0933715,318.9336025,492.2995521,,128.334495,5604,5,0.183716737,0,Increase Resources,medium,Security Breach,14.207.179.245
31:58.8,Server_997,97.37233578,27.7136487,664.0814537,167.4667926,147.0571836,,20.12086566,5582,3,0.075285957,0,None,high,Memory Leak,106.143.60.198
26:58.8,Server_286,62.79638055,28.0398246,322.3526316,148.083657,35.29942336,,174.25271,5771,1,0.998625209,1,Monitor,low,Memory Leak,236.20.22.133
21:58.8,Server_71,54.60641643,57.10425228,813.4435589,301.9719982,439.3203223,,184.0640955,7577,5,0.998985601,1,Restart Service,medium,None,19.106.210.186
16:58.8,Server_767,54.30251631,32.51432349,944.4350508,105.2278088,64.14087826,,23.56585178,9702,2,0.457912504,0,None,medium,Security Breach,17.61.150.164
11:58.8,Server_454,41.71259557,82.11362542,147.5339994,327.7781661,233.3377336,,122.0253878,630,5,0.277807296,0,Restart Service,low,None,158.72.178.77
06:58.8,Server_886,49.52555639,37.94545081,921.4899076,53.76067374,188.6709537,,33.3744434,1202,1,0.538110927,0,Increase Resources,low,Memory Leak,34.118.177.186
01:58.8,Server_567,65.3641954,67.78085914,908.2736764,169.2269617,48.21563868,,102.1041555,5488,4,0.998280377,1,Investigate Security Breach,low,CPU Spike,38.96.91.57
56:58.8,Server_835,93.63002272,95.10767918,375.7622368,66.63447901,25.96415384,,72.81322157,6027,2,0.389964677,0,None,low,None,177.232.229.57
51:58.8,Server_397,61.60901213,62.65775318,77.39373985,155.3353547,141.7317029,,98.89986634,159,4,0.689042132,0,Investigate Security Breach,medium,Memory Leak,227.178.174.20
46:58.8,Server_515,86.42601452,28.00458461,680.0641172,344.5726881,186.2663012,,85.35801548,1999,2,0.688215537,0,Restart Service,high,Memory Leak,183.207.114.241
41:58.8,Server_26,86.96409157,83.89338395,377.4756185,384.3081632,375.8258458,,189.8157702,9394,5,0.827914249,1,Investigate Security Breach,medium,DDoS Attack,90.29.161.129
36:58.8,Server_313,54.28910421,6.191539466,232.0651213,81.05069286,364.8969483,,170.7636445,8321,3,0.276792615,0,Restart Service,low,None,153.112.106.154
31:58.8,Server_126,38.00961594,29.37103034,153.1362331,375.6487387,237.5167259,,121.4193978,4938,5,0.449823986,0,Monitor,medium,Memory Leak,223.84.198.144
26:58.8,Server_408,65.75951797,41.81159641,236.2250439,51.3002955,113.0005162,,77.26526579,9700,1,0.30615976,0,None,low,None,168.189.67.8
21:58.8,Server_565,47.35834748,23.61799183,275.5934908,116.1081771,422.6565797,,48.53941937,6248,0,0.571017324,0,Investigate Security Breach,medium,CPU Spike,217.137.154.211
16:58.8,Server_198,12.7368824,62.38171879,806.0342429,255.1600586,328.1315674,,70.0034086,5312,2,0.537058428,0,Investigate Security Breach,low,Security Breach,176.65.231.70
11:58.8,Server_811,40.89186454,58.01005861,794.6284735,485.9199861,180.9234964,,13.87506024,2054,0,0.552302017,0,Increase Resources,low,None,81.167.84.234
06:58.8,Server_188,99.43685311,43.617174,519.6934961,487.0430603,436.7357077,,40.30061834,3397,0,0.11939454,0,Monitor,high,Security Breach,209.136.35.208
01:58.8,Server_698,9.608627652,32.96604743,575.6590305,244.38934,410.8651882,,26.80209809,1655,3,0.362062732,0,Increase Resources,medium,None,154.249.66.114
56:58.8,Server_817,71.18335663,46.22118812,921.9256768,404.4435716,10.2936783,,128.7878381,8646,5,0.458929047,0,None,medium,Security Breach,51.176.108.117
51:58.8,Server_810,84.91292698,32.66421439,912.6381848,281.1452727,435.7708429,,91.96328634,6581,4,0.733448618,1,None,medium,Memory Leak,183.186.122.184
46:58.8,Server_716,66.62896083,26.01955829,837.2401129,378.3318055,269.410798,,44.56239432,6960,5,0.203046517,0,Monitor,high,None,135.175.57.208
41:58.8,Server_484,59.12608196,38.37066257,405.5601054,330.0119194,462.9633376,,120.8116548,7863,2,0.966664043,1,Restart Service,low,None,166.27.13.215
36:58.8,Server_450,72.21766961,62.22188029,398.2247779,351.6130865,387.6508565,,92.53403626,7378,4,0.043836685,0,Investigate Security Breach,low,DDoS Attack,127.14.245.2
31:58.8,Server_523,45.78756004,66.59713139,893.4885192,225.4083516,81.688551,,188.2563115,1361,3,0.082999594,0,Increase Resources,low,DDoS Attack,55.228.62.231
26:58.8,Server_871,13.67936504,33.2479803,930.1878879,418.2272199,177.1667366,,121.531748,6551,1,0.587873155,0,Investigate Security Breach,low,Security Breach,93.241.240.168
21:58.8,Server_354,96.42531666,95.00281345,808.5319146,228.3707224,162.7319994,,134.5274483,5326,4,0.130061782,0,None,medium,None,166.131.253.141
16:58.8,Server_986,46.06857315,29.88612684,769.2792111,355.8263357,354.4329905,,133.3496745,382,4,0.14798667,0,Restart Service,high,None,124.5.194.132
11:58.8,Server_658,68.21197753,72.65255047,580.2558135,436.421394,273.8752611,,67.54084183,294,1,0.656400123,0,Monitor,medium,None,96.91.91.98
06:58.8,Server_597,55.4744915,12.74060541,371.4181561,331.2334045,142.5428303,,177.3449317,3630,1,0.988823202,1,Increase Resources,high,None,80.121.56.193
01:58.8,Server_100,10.19394184,68.16023188,278.6009392,259.7848582,383.1732634,,128.8994184,5974,5,0.439484125,0,Investigate Security Breach,medium,DDoS Attack,22.25.74.86
56:58.8,Server_616,95.51092709,48.69513112,183.3213869,268.8754074,330.419569,,195.3082198,9276,1,0.497596502,0,Restart Service,medium,DDoS Attack,75.207.98.255
51:58.8,Server_948,80.29103648,59.06524524,741.7917014,357.3198211,398.6486234,,192.3045444,2260,1,0.590374146,0,Investigate Security Breach,high,CPU Spike,33.150.180.65
46:58.8,Server_558,19.16429997,22.48690265,788.1298772,55.15924777,376.0469152,,121.5504176,9517,2,0.046110608,0,Investigate Security Breach,low,Memory Leak,18.145.238.43
41:58.8,Server_556,98.25664325,46.18857702,390.7129252,321.9118613,310.6565854,,23.62763879,5419,1,0.499553847,0,Increase Resources,medium,DDoS Attack,188.167.226.244
36:58.8,Server_278,75.00563036,77.79639637,55.73913149,193.7151428,91.35803221,,144.0967386,1150,2,0.989859767,1,None,low,Memory Leak,7.202.67.61
31:58.8,Server_693,49.87055679,77.87305912,941.6664655,76.2599366,105.3573482,,11.58871464,9314,1,0.199881178,0,Increase Resources,low,None,138.179.178.3
26:58.8,Server_699,63.08015537,27.56781632,465.234856,457.1407047,395.7884137,,141.1222099,8095,4,0.327765493,0,Investigate Security Breach,low,DDoS Attack,234.14.144.251
21:58.8,Server_990,15.13998479,38.49693114,975.8614953,253.8374106,429.5008318,,100.2073595,3202,2,0.950189198,1,Investigate Security Breach,medium,DDoS Attack,234.138.167.250
16:58.8,Server_626,58.23909345,5.362287762,693.4915914,233.9244994,256.0867414,,114.5096946,5962,1,0.819043128,1,Restart Service,medium,Security Breach,15.213.185.145
11:58.8,Server_491,11.99780184,13.54640656,167.8128216,275.7780331,493.7024157,,179.6233564,1151,2,0.477846668,0,Monitor,high,DDoS Attack,251.9.67.210
06:58.8,Server_255,56.76124943,17.0393835,360.6045976,315.0465022,154.6547169,,142.2408847,8380,3,0.590218903,0,Investigate Security Breach,medium,None,85.38.51.188
01:58.8,Server_381,57.50609043,32.89687596,674.1977002,105.3706536,368.5273968,,98.24399528,9021,2,0.012472142,0,None,medium,Security Breach,218.152.207.187
56:58.8,Server_892,88.07168459,77.10647124,666.7901711,316.490881,338.1594323,,168.4015271,919,3,0.001665452,0,Restart Service,high,Memory Leak,46.95.50.200
51:58.8,Server_542,73.88046253,53.47376255,270.3861544,182.7009522,375.7739613,,70.42169831,1477,3,0.768475139,1,None,low,DDoS Attack,174.198.83.23
46:58.8,Server_264,28.70747726,80.29777297,218.0140181,360.2236228,213.797219,,179.8030262,8973,3,0.202109266,0,Increase Resources,medium,Security Breach,141.161.215.45
41:58.8,Server_610,89.40048351,76.71604222,312.9512595,388.2145864,129.7155524,,30.40555163,8995,2,0.05398974,0,Monitor,medium,Security Breach,141.210.116.14
36:58.8,Server_825,59.45805316,60.7781299,797.5473832,13.66728991,208.382283,,182.5839308,4037,1,0.047356157,0,Increase Resources,low,None,214.46.212.115
31:58.8,Server_879,62.60605046,52.48671911,279.7763111,361.0065898,102.9471875,,126.2783691,6248,2,0.490544483,0,None,low,CPU Spike,232.22.180.196
26:58.8,Server_329,21.05323008,93.47548185,716.6916884,182.7271399,64.78931231,,173.6710897,1267,2,0.462462484,0,None,high,CPU Spike,114.77.199.27
21:58.8,Server_115,86.48849162,59.08067115,876.4996296,158.8198016,345.2843139,,135.2025565,5109,5,0.943222349,1,Restart Service,high,Memory Leak,72.138.139.18
16:58.8,Server_276,93.44168593,50.86827854,422.0412267,192.7198766,493.0504493,,177.224102,4703,5,0.336161368,0,Investigate Security Breach,high,Security Breach,250.188.147.112
11:58.8,Server_488,78.6241117,87.56647691,56.64433717,292.0627839,336.7847625,,153.2858396,6161,1,0.793801002,1,None,low,None,117.123.100.43
06:58.8,Server_281,94.371483,11.7866779,184.8598498,66.12757088,75.87335418,,16.64990084,6700,1,0.246108582,0,Investigate Security Breach,low,None,251.136.59.255
01:58.8,Server_275,33.71849089,67.32250035,346.3020239,352.1427674,265.5037721,,45.57822885,531,3,0.684927713,0,None,low,Security Breach,247.0.219.221
56:58.8,Server_773,86.80632099,15.73758877,230.4565151,228.1318731,306.0230674,,92.54255776,2518,4,0.44707131,0,Increase Resources,low,DDoS Attack,13.16.212.224
51:58.8,Server_843,51.44484857,82.88305465,325.0379198,88.32055363,370.4672,,180.4604718,4266,2,0.427174113,0,None,low,DDoS Attack,3.7.53.88
46:58.8,Server_719,20.57213428,80.30328758,566.8398831,259.59594,389.9500018,,198.3549385,592,1,0.719841126,1,Investigate Security Breach,medium,DDoS Attack,242.223.2.162
41:58.8,Server_896,68.53605691,52.84200325,70.02704454,291.3073122,106.8583698,,38.92403886,233,2,0.714712036,1,Increase Resources,low,Security Breach,126.21.54.55
36:58.8,Server_328,69.99142572,67.79919426,111.0674169,179.6819889,170.3972585,,190.1725363,6515,5,0.315953702,0,Investigate Security Breach,high,DDoS Attack,248.152.152.26
31:58.8,Server_211,32.25782881,78.39906067,862.9523684,450.8205358,276.2475488,,75.04249689,4816,2,0.353948969,0,Restart Service,high,None,93.144.137.14
26:58.8,Server_727,7.611866505,50.91386765,546.2037505,351.6420614,12.26267248,,50.84214749,451,3,0.042153247,0,Monitor,low,CPU Spike,151.112.160.139
21:58.8,Server_923,23.98548961,91.06600181,938.754554,334.0474745,107.203743,,29.96459678,7291,3,0.648739881,0,None,high,Security Breach,30.244.81.32
16:58.8,Server_552,42.97886703,46.51785088,53.11182889,36.1387127,478.9447465,,28.41426806,1050,5,0.292344671,0,None,low,Memory Leak,158.28.211.88
11:58.8,Server_992,20.91847655,89.74213894,50.14363079,255.7985431,185.0612998,,187.5294078,1553,5,0.420133717,0,Increase Resources,medium,CPU Spike,138.21.114.115
06:58.8,Server_26,23.43284508,60.36068464,752.6167744,426.8858449,375.3406713,,82.46132746,1851,2,0.407356492,0,None,low,CPU Spike,217.101.247.169
01:58.8,Server_27,42.18211312,45.49311007,502.4400845,337.4674365,241.4271524,,191.2266055,8533,5,0.601365791,0,Restart Service,low,None,153.45.168.217
56:58.8,Server_702,96.36972836,5.38926576,918.1084291,124.0959804,499.5671735,,106.1767528,3958,3,0.932158471,1,None,low,None,55.195.114.99
51:58.8,Server_83,77.60313396,33.07781245,797.2547613,431.9965122,451.719743,,83.92920656,2613,5,0.47048791,0,Restart Service,low,Memory Leak,231.141.205.43
46:58.8,Server_896,35.37609812,87.45254177,528.76453,191.075695,150.4464671,,158.2724001,8116,2,0.702539407,1,Monitor,low,None,4.169.89.243
41:58.8,Server_946,95.40238655,45.72771496,504.5978018,458.3599286,403.2944729,,97.98070777,6919,2,0.222082446,0,None,low,None,106.106.73.228
36:58.8,Server_682,66.33644526,45.03951008,820.621405,261.0104846,280.6070398,,108.7258233,2276,5,0.665646666,0,Increase Resources,high,CPU Spike,24.64.173.242
31:58.8,Server_413,48.26771624,51.4940147,813.5210537,395.4395505,159.7253317,,176.7566283,3080,4,0.038708412,0,Restart Service,low,Security Breach,112.194.238.20
26:58.8,Server_167,49.4885189,32.19888299,313.0975692,309.8573022,262.5002034,,155.6731498,4990,4,0.938045057,1,Increase Resources,high,None,157.86.152.100
21:58.8,Server_700,44.02072444,51.69737063,690.9050168,152.7773996,173.3677988,,160.1807822,6811,5,0.433667996,0,Increase Resources,medium,None,56.166.172.155
16:58.8,Server_169,27.13424499,40.69749606,661.042141,330.3718643,98.57684701,,131.2322488,4606,4,0.161383658,0,Investigate Security Breach,low,None,7.206.238.42
11:58.8,Server_801,41.73005826,91.39704039,863.2802735,14.68750122,239.1339366,,40.78994446,399,4,0.452686345,0,Investigate Security Breach,medium,None,115.89.67.10
